predicate,freq,Cardinality Class,PR_quartile,n_ow,OW accuracy,OW hallucination,OW unsure,n_sw,SW accuracy,SW hallucination,SW unsure,n_total,Total accuracy,Total hallucination,Total unsure
producer,4764,many,Q4,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q3,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q2,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,single,Q4,427,0.0,96.49,3.51,714,0.98,94.54,4.48,1141,0.61,95.27,4.12
producer,4764,single,Q3,427,0.47,97.19,2.34,714,0.98,95.8,3.22,1141,0.79,96.32,2.89
producer,4764,single,Q2,427,0.7,97.42,1.87,714,1.68,93.42,4.9,1141,1.31,94.92,3.77
producer,4764,single,Q1,427,2.11,96.72,1.17,714,1.54,95.94,2.52,1141,1.75,96.23,2.02
showJudge,886,few,Q4,27,3.7,96.3,0.0,56,0.0,91.07,8.93,83,1.2,92.77,6.02
showJudge,886,few,Q3,27,11.11,88.89,0.0,56,1.79,89.29,8.93,83,4.82,89.16,6.02
showJudge,886,few,Q2,27,3.7,96.3,0.0,56,0.0,92.86,7.14,83,1.2,93.98,4.82
showJudge,886,few,Q1,25,0.0,100.0,0.0,53,3.77,83.02,13.21,78,2.56,88.46,8.97
showJudge,886,many,Q4,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q3,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q2,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,single,Q4,147,1.36,98.64,0.0,56,0.0,94.64,5.36,203,0.99,97.54,1.48
showJudge,886,single,Q3,147,3.4,96.6,0.0,56,1.79,91.07,7.14,203,2.96,95.07,1.97
showJudge,886,single,Q2,147,4.76,95.24,0.0,56,0.0,94.64,5.36,203,3.45,95.07,1.48
showJudge,886,single,Q1,147,6.8,93.2,0.0,55,1.82,94.55,3.64,202,5.45,93.56,0.99
starring,60547,few,Q4,1000,0.1,94.2,5.7,1000,0.3,80.9,18.8,2000,0.2,87.55,12.25
starring,60547,few,Q3,1000,0.0,95.3,4.7,1000,0.4,77.6,22.0,2000,0.2,86.45,13.35
starring,60547,few,Q2,1000,0.1,95.9,4.0,1000,0.5,76.4,23.1,2000,0.3,86.15,13.55
starring,60547,few,Q1,1000,0.2,97.3,2.5,1000,1.4,79.7,18.9,2000,0.8,88.5,10.7
starring,60547,many,Q4,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q3,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q2,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q1,2,0.0,100.0,0.0,0,0.0,0.0,0.0,2,0.0,100.0,0.0
starring,60547,single,Q4,1000,0.4,96.4,3.2,968,6.2,80.06,13.74,1968,3.25,88.36,8.38
starring,60547,single,Q3,1000,0.5,96.0,3.5,968,7.33,75.72,16.94,1968,3.86,86.03,10.11
starring,60547,single,Q2,1000,1.0,96.5,2.5,968,7.64,79.03,13.33,1968,4.27,87.91,7.83
starring,60547,single,Q1,1000,2.3,95.9,1.8,968,9.5,73.55,16.94,1968,5.84,84.91,9.25
storyEditor,27,few,Q4,0,0.0,0.0,0.0,27,0.0,59.26,40.74,27,0.0,59.26,40.74
storyEditor,27,few,Q3,0,0.0,0.0,0.0,27,3.7,59.26,37.04,27,3.7,59.26,37.04
storyEditor,27,few,Q2,0,0.0,0.0,0.0,27,0.0,55.56,44.44,27,0.0,55.56,44.44
storyEditor,27,few,Q1,0,0.0,0.0,0.0,27,0.0,37.04,62.96,27,0.0,37.04,62.96
storyEditor,27,many,Q4,28,0.0,71.43,28.57,29,0.0,51.72,48.28,57,0.0,61.4,38.6
storyEditor,27,many,Q3,28,3.57,67.86,28.57,29,0.0,65.52,34.48,57,1.75,66.67,31.58
storyEditor,27,many,Q2,28,0.0,71.43,28.57,29,3.45,65.52,31.03,57,1.75,68.42,29.82
storyEditor,27,many,Q1,26,3.85,80.77,15.38,28,0.0,60.71,39.29,54,1.85,70.37,27.78
storyEditor,27,single,Q4,147,0.68,95.24,4.08,56,0.0,89.29,10.71,203,0.49,93.6,5.91
storyEditor,27,single,Q3,147,0.68,96.6,2.72,56,0.0,85.71,14.29,203,0.49,93.6,5.91
storyEditor,27,single,Q2,147,0.68,96.6,2.72,56,0.0,89.29,10.71,203,0.49,94.58,4.93
storyEditor,27,single,Q1,147,1.36,95.24,3.4,55,0.0,92.73,7.27,202,0.99,94.55,4.46
voice,6364,few,Q4,228,0.0,97.37,2.63,283,0.0,85.16,14.84,511,0.0,90.61,9.39
voice,6364,few,Q3,228,0.0,97.37,2.63,283,0.0,76.33,23.67,511,0.0,85.71,14.29
voice,6364,few,Q2,228,0.88,98.25,0.88,283,0.0,85.87,14.13,511,0.39,91.39,8.22
voice,6364,few,Q1,228,0.44,98.68,0.88,281,0.36,94.31,5.34,509,0.39,96.27,3.34
voice,6364,many,Q4,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
voice,6364,many,Q3,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
voice,6364,many,Q2,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
voice,6364,single,Q4,382,0.0,99.74,0.26,69,0.0,94.2,5.8,451,0.0,98.89,1.11
voice,6364,single,Q3,382,0.26,99.21,0.52,69,1.45,89.86,8.7,451,0.44,97.78,1.77
voice,6364,single,Q2,382,1.05,98.17,0.79,69,0.0,95.65,4.35,451,0.89,97.78,1.33
voice,6364,single,Q1,380,1.32,98.68,0.0,68,4.41,94.12,1.47,448,1.79,97.99,0.22
ALL,-,total,-,32601,0.98,95.48,3.54,40292,3.28,87.82,8.91,72893,2.25,91.24,6.51
